iter	RMSE
342	0.3158868248
343	0.3157345115
344	0.315641706
345	0.3155280199
346	0.3153968158
347	0.3153756925
348	0.3151938003
349	0.3151322417
350	0.315086343
351	0.3149915758
352	0.3148928829
353	0.3148849415
354	0.3147476044
355	0.3146394071
356	0.31452219
357	0.3145128332
358	0.3143273282
359	0.3141829427
360	0.3140718999
361	0.3139393244
362	0.3138880011
363	0.3137961067
364	0.3137250968
365	0.3136310769
366	0.31350389
367	0.3133828782
368	0.3132771978
369	0.3132117573
370	0.3131504349
371	0.313139604
372	0.3130508037
373	0.312967471
374	0.3129589684
375	0.3129046205
376	0.3128304345
377	0.3127248262
378	0.3126356599
379	0.3125380653
380	0.3124428549
381	0.3123242129
382	0.3122394876
383	0.3121522656
384	0.3121408868
385	0.312133758
386	0.3120527384
387	0.3119405366
388	0.3118183901
389	0.3116832009
390	0.3115904836
391	0.3115846454
392	0.311480342
393	0.3113869445
394	0.3112951335
395	0.3111790142
396	0.3110687626
397	0.3109352746
398	0.3108473738
399	0.3108406356
400	0.3107409735
401	0.3107322323
402	0.3106636633
403	0.310538969
404	0.3104041383
405	0.3103191235
406	0.3102452031
407	0.3101284585
408	0.3100740339
409	0.3098968442
410	0.3097275091
411	0.3096345547
412	0.3096259789
413	0.3095697691
414	0.309438791
415	0.3094325968
416	0.3093452735
417	0.3092963732
418	0.3091998663
419	0.3090759435
420	0.3089626023
421	0.308910763
422	0.3087556373
423	0.3086396458
424	0.3086314889
425	0.3085257848
426	0.3084463585
427	0.3083060053
428	0.3082689342
429	0.3081751751
430	0.3081586729
431	0.3081217644
432	0.3081150514
433	0.3080282393
434	0.3079324929
435	0.3078229315
436	0.3077834758
437	0.3076868644
438	0.3076819464
439	0.3076753551
440	0.3076049998
441	0.3075441694
442	0.3074404064
443	0.3073370055
444	0.3073050495
445	0.3071814247
446	0.3071044468
447	0.3069928129
448	0.3068908456
449	0.3067674352
450	0.3066981833
451	0.3065798747
452	0.3065721333
453	0.3065151268
454	0.3064847189
455	0.3063908473
456	0.3063031554
457	0.3062295709
458	0.3061386441
459	0.3060389058
460	0.30603133
461	0.3060104368
462	0.3059171761
463	0.3058281745
464	0.3058208372
465	0.3057229165
466	0.3056488841
467	0.3055991352
468	0.3055933245
469	0.3055185088
470	0.3054308379
471	0.3053022002
472	0.3052110668
473	0.3051771816
474	0.3051714436
475	0.3050396024
476	0.3049513598
477	0.3048553898
478	0.3047554748
479	0.3046317986
480	0.3046262119
481	0.3045485806
482	0.3044493023
483	0.3042829377
484	0.3041751186
485	0.3041682234
486	0.304042066
487	0.3039013899
488	0.303894749
489	0.3038235101
490	0.3036714358
491	0.3035388412
492	0.3035339916
493	0.3034090011
494	0.3032841835
495	0.3032100662
496	0.3032040517
497	0.3031288058
498	0.3031185066
499	0.3029943699
500	0.3028530346
501	0.3028140733
502	0.3027844069
503	0.3027692851
504	0.3026194538
505	0.302502421
506	0.3023526622
507	0.3023460161
508	0.3022650377
509	0.302261431
510	0.3021546871
511	0.3020588358
512	0.3020047952
513	0.3019176727
514	0.3019140684
515	0.3019077482
516	0.3019042148
517	0.3018099655
518	0.3017334932
519	0.3016654326
520	0.3015711994
521	0.3014494309
522	0.3013199057
523	0.3012241773
524	0.3011636547
525	0.3010744282
526	0.3009835251
527	0.3009194985
528	0.3008113586
529	0.3006882173
530	0.3005970761
531	0.300526813
532	0.3005238652
533	0.3003778512
534	0.3003315402
535	0.3002235232
536	0.3001302593
537	0.3000411658
538	0.2999846812
539	0.2999812803
540	0.2999331586
541	0.2999271006
542	0.2998769867
543	0.2998665784
544	0.2997401093
545	0.2997333441
546	0.2996532159
547	0.299646553
548	0.299571255
549	0.2994999638
550	0.2994376447
551	0.2994319498
552	0.2993845289
553	0.2993811284
554	0.299288421
555	0.2991640579
556	0.299131671
557	0.299121
558	0.299004419
559	0.2989193846
560	0.2988353365
561	0.2988241512
562	0.2987369431
563	0.2987288553
564	0.298693205
565	0.298679246
566	0.2986397944
567	0.2985715727
568	0.2985686686
569	0.2984441428
570	0.2983821209
571	0.2982970969
572	0.2982280113
573	0.2982187092
574	0.2981622481
575	0.2981487685
576	0.298144819
577	0.2980637623
578	0.2980053113
579	0.2979182642
580	0.2978320751
581	0.2977431366
582	0.2976571743
583	0.2975511739
584	0.2975404694
585	0.2974604774
586	0.297399669
587	0.2973345966
588	0.2972607759
589	0.2971791634
590	0.2971166938
591	0.2970241141
592	0.2969350288
593	0.2968564123
594	0.2968512758
595	0.2967661694
596	0.2967641602
597	0.2966440489
598	0.2966133656
599	0.2965024473
600	0.2964033818
601	0.2963754532
602	0.2963122815
603	0.2962280161
604	0.2961631018
605	0.2960980112
606	0.2960456614
607	0.2959775748
608	0.2959276768
609	0.2958236026
610	0.2958156031
611	0.2958058584
612	0.2957563737
613	0.2956906686
614	0.2955971783
615	0.2955912469
616	0.2955859175
617	0.2955471108
618	0.2955417166
619	0.2955079289
620	0.2954975879
621	0.2954175222
622	0.2953047974
623	0.2953010816
624	0.2952301331
625	0.2951334566
626	0.295053022
627	0.2950325737
628	0.2950275709
629	0.2949494306
630	0.294848047
631	0.2948429104
632	0.2948331222
633	0.2947512976
634	0.2946322971
635	0.2946278924
636	0.2945348523
637	0.2944531994
638	0.2944182132
639	0.2943312104
640	0.2943221099
641	0.2942626719
642	0.2942491734
643	0.2942163052
644	0.2941789327
645	0.294171867
646	0.2941671774
647	0.2941618391
648	0.2941480773
649	0.2940644106
650	0.2940617143
651	0.2939986289
652	0.2939125626
653	0.2938837215
654	0.2937750361
655	0.2936819447
656	0.2935663439
657	0.2935537753
658	0.2935393387
659	0.2934414028
660	0.2933763987
661	0.2932955677
662	0.2932107534
663	0.2931389911
664	0.2930441833
665	0.2930043808
666	0.2929807268
667	0.2928863756
668	0.2927712081
669	0.2927464667
670	0.2926643393
671	0.2925652464
672	0.2924763773
673	0.292367841
674	0.2922960508
675	0.2922761409
676	0.2922443415
677	0.2921409742
678	0.2920780245
679	0.2920338538
680	0.2919656139
681	0.2919149369
682	0.2918239916
683	0.2917096601
684	0.291619444
685	0.2915277608
686	0.2915210809
687	0.2914063834
688	0.2913993544
689	0.2913398152
690	0.2912401819
691	0.291236926
692	0.2911626484
693	0.2911050585
694	0.2909926605
695	0.290897013
696	0.2908100178
697	0.2906940539
698	0.290676004
699	0.2906576185
700	0.2906556374
701	0.290560494
702	0.2905056325
703	0.2903941154
704	0.2903164092
705	0.2902440609
706	0.2901612946
707	0.2900760537
708	0.2900013769
709	0.2899506054
710	0.2899459829
711	0.2898600062
712	0.2898138774
713	0.289715389
714	0.2896490603
715	0.2895271963
716	0.2894542428
717	0.289384396
718	0.2893034549
719	0.2892997025
720	0.2891759535
721	0.2890954894
722	0.2890301729
723	0.2890272952
724	0.2889355654
725	0.2888832034
726	0.2888522648
727	0.288774686
728	0.288703361
729	0.2886185991
730	0.2886098931
731	0.2885654353
732	0.2884435968
733	0.2883940511
734	0.2883656127
735	0.2882991903
736	0.2882954262
737	0.2882331902
738	0.2881604522
739	0.2880892112
740	0.2880333869
741	0.288029884
742	0.2879466776
743	0.2878958424
744	0.2878225038
745	0.2876649352
746	0.2876618837
747	0.2876182594
748	0.2876104227
749	0.2876088787
750	0.2875842174
751	0.2874766875
752	0.2874185023
753	0.2873531082
754	0.2872564399
755	0.2870597176
756	0.2870047464
757	0.2869917738
758	0.2869429268
759	0.2868374357
760	0.2868332892
761	0.2867585361
762	0.2866851939
763	0.2866695568
764	0.2866016737
765	0.2864946582
766	0.2864476597
767	0.28644607
768	0.2863510281
769	0.2862271434
770	0.2861995737
771	0.2861545094
772	0.2861054596
773	0.2860347058
774	0.28598847
775	0.2858892687
776	0.2858680793
777	0.2857512582
778	0.2856433499
779	0.2856163847
780	0.2855291942
781	0.2854675757
782	0.2853658367
783	0.2852896624
784	0.2852181505
785	0.285209184
786	0.2851928033
787	0.2851410222
788	0.2850594523
789	0.2849784324
790	0.2849772336
791	0.2849164172
792	0.2848607415
793	0.2848021685
794	0.2847228793
795	0.2846482566
796	0.2845186265
797	0.2844295223
798	0.2844275418
799	0.2844079869
800	0.2843810975
801	0.2843140996
802	0.2842524757
803	0.2841824087
804	0.2841468379
805	0.2840684779
806	0.2840014895
807	0.2839488445
808	0.2838815149
809	0.2838714554
810	0.2838303545
811	0.2837181649
812	0.2836849825
813	0.2836819172
814	0.2836292721
815	0.2835745955
816	0.2834704339
817	0.2834632834
818	0.2834368951
819	0.2834113257
820	0.2833907361
821	0.2833498077
822	0.2833479589
823	0.2832178274
824	0.2831502918
825	0.2831019078
826	0.2830182491
827	0.2829407456
828	0.2828796946
829	0.2828299516
830	0.2827532855
831	0.2827517336
832	0.2827247733
833	0.282711958
834	0.2826087609
835	0.2825848408
836	0.2825779584
837	0.2824890161
838	0.2824477466
839	0.2823996264
840	0.2823021361
841	0.2822083314
842	0.2821983798
843	0.2821317666
844	0.2819919146
845	0.2819445068
846	0.2818876394
847	0.2818590807
848	0.2817778069
849	0.2817112644
850	0.2815908903
851	0.2815232593
852	0.28152184
853	0.2815163913
854	0.2815081933
855	0.2814919427
856	0.2814057735
857	0.2812878313
858	0.2812866131
859	0.2812022095
860	0.281075047
861	0.2810232111
862	0.2809292937
863	0.2808785218
864	0.2808091072
865	0.2807107602
866	0.2807016059
867	0.2806958166
868	0.280592534
869	0.2804932234
870	0.2804453251
871	0.2803433667
872	0.2803277923
873	0.2802547101
874	0.2801124382
875	0.2800329974
876	0.2798956217
877	0.2797988147
878	0.2797521638
879	0.2797264385
880	0.2796453222
881	0.2796171783
882	0.2795733646
883	0.2795032455
884	0.2794292207
885	0.2793926491
886	0.2793847916
887	0.2792657969
888	0.279215983
889	0.2792068028
890	0.2791435345
891	0.2790214014
892	0.2789505381
893	0.2789070157
894	0.2788476228
895	0.2787692795
896	0.2787353987
897	0.2787196725
898	0.2786290696
899	0.2785445379
900	0.2784295729
901	0.2783738206
902	0.2783176811
903	0.2782512519
904	0.2782355632
905	0.2781746756
906	0.2781224342
907	0.2781212624
908	0.278044086
909	0.2779635446
910	0.2779439564
911	0.2779119128
912	0.2778345707
913	0.2778246454
914	0.2777711314
915	0.2777622991
916	0.277725406
917	0.2776277351
918	0.2775628259
919	0.2774989298
920	0.2773735004
921	0.2772858293
922	0.2772848807
923	0.2772620089
924	0.2772174868
925	0.2771603195
926	0.2770570115
927	0.2769795647
928	0.2769539556
929	0.2768964969
930	0.276889773
931	0.2767726704
932	0.276674005
933	0.276668865
934	0.2766574858
935	0.276530453
936	0.2764692137
937	0.2764270752
938	0.2763590593
939	0.2762755977
940	0.2762044921
941	0.2761137116
942	0.2761064361
943	0.2760232454
944	0.2759828212
945	0.2759506058
946	0.2759375557
947	0.2758590419
948	0.2758049074
949	0.2757755016
950	0.2757740056
951	0.2756889886
952	0.2756414965
953	0.2756016465
954	0.2755216937
955	0.2754609517
956	0.2754134482
957	0.2754110755
958	0.2753464082
959	0.2752514266
960	0.2752148739
961	0.275190814
962	0.2751854262
963	0.2751279909
964	0.2750389818
965	0.2749920588
966	0.2749264231
967	0.274893284
968	0.2748573373
969	0.2748558925
970	0.2748291724
971	0.274776171
972	0.2747221743
973	0.2746614697
974	0.2746172384
975	0.2745567352
976	0.274548796
977	0.2744554743
978	0.2743839571
979	0.2743172132
980	0.2742586541
981	0.2741505154
982	0.2741206578
983	0.2740882077
984	0.2740642285
985	0.2740067009
986	0.2740034545
987	0.2739617703
988	0.2739214037
989	0.2738797804
990	0.2738112456
991	0.2738096056
992	0.2737348968
993	0.2736903333
994	0.2736502188
995	0.2736070853
996	0.2735939015
997	0.2735900717
998	0.2735507946
999	0.2735236217
1000	0.2735031647
1001	0.2733996674
1002	0.2733522236
1003	0.2732972114
1004	0.2732544137
1005	0.2732482197
1006	0.2732473548
1007	0.2731768134
1008	0.2731437324
1009	0.2731077473
1010	0.2730193774
1011	0.2729656155
1012	0.2729083807
1013	0.2728309603
1014	0.2728241478
1015	0.2727766414
1016	0.2727113586
1017	0.2726697518
1018	0.2726118467
1019	0.272533099
1020	0.272419858
1021	0.2723693715
1022	0.2723090125
1023	0.2722799101
1024	0.2722681561
1025	0.2721757016
1026	0.272155505
1027	0.2721541275
1028	0.2721068205
1029	0.2720784647
1030	0.2720191573
1031	0.2719729681
1032	0.2718901515
1033	0.271870056
1034	0.2718147026
1035	0.2717475873
1036	0.2717392188
1037	0.2716739144
1038	0.271640833
1039	0.2716237739
1040	0.271551427
1041	0.271507571
1042	0.2714735897
1043	0.2714382248
1044	0.2713756358
1045	0.2712700434
1046	0.271132661
1047	0.271107076
1048	0.2710506491
1049	0.2710341407
1050	0.2709634617
1051	0.2708884577
1052	0.2708823896
1053	0.2708736345
1054	0.2708663946
1055	0.2708226555
1056	0.2707179044
1057	0.2706372811
1058	0.2706031014
1059	0.2705586948
1060	0.2705151635
1061	0.2705141788
1062	0.2704326477
1063	0.270364739
1064	0.2703467493
1065	0.2702821593
1066	0.2701866505
1067	0.2701490918
1068	0.2701040389
1069	0.270075541
1070	0.2700067099
1071	0.2698984319
1072	0.2698410109
1073	0.2697480196
1074	0.2697302349
1075	0.2696907958
1076	0.2696123054
1077	0.2695237733
1078	0.2695102275
1079	0.2694734273
1080	0.2694268336
1081	0.2693725579
1082	0.2693126349
1083	0.2692008866
1084	0.2691788906
1085	0.2691167008
1086	0.2690905871
1087	0.2690612031
1088	0.2690465988
1089	0.2690058687
1090	0.2689616558
1091	0.2689196542
1092	0.2688462814
1093	0.2687688239
1094	0.2687578629
1095	0.2686776644
1096	0.2685720855
1097	0.2684607567
1098	0.2684131728
1099	0.2683884061
1100	0.2683479745
1101	0.2682250668
1102	0.2681556019
1103	0.2680912425
1104	0.2680442526
1105	0.2679610701
1106	0.2679475817
1107	0.2678492204
1108	0.2677718089
1109	0.2677554745
1110	0.2677136618
1111	0.267681405
1112	0.2676153502
1113	0.2675947302
1114	0.2675674691
1115	0.2675230656
1116	0.2673998364
1117	0.2673344325
1118	0.2672649085
1119	0.2672190097
1120	0.2671668248
1121	0.2671243678
1122	0.267110421
1123	0.2670322886
1124	0.2669832551
1125	0.2669808637
1126	0.2669796734
1127	0.2669181189
1128	0.2668673857
1129	0.266866017
1130	0.2667819559
1131	0.2667558369
1132	0.2667510488
1133	0.2667289006
1134	0.2666765613
1135	0.266655141
1136	0.2666041129
1137	0.2665375209
1138	0.2664989155
1139	0.2664936482
1140	0.2664535211
1141	0.2664269467
1142	0.2664196396
1143	0.2663963221
1144	0.2663487822
1145	0.2663472328
1146	0.2662878423
1147	0.2662488187
1148	0.2661644308
1149	0.2661103115
1150	0.2660357551
1151	0.2659537263
1152	0.2658891436
1153	0.2658734221
1154	0.2658507867
1155	0.2658089214
1156	0.26577859
1157	0.2657359083
1158	0.2656854925
1159	0.265663566
1160	0.2656322066
1161	0.2656118651
1162	0.2655800126
1163	0.2655432437
1164	0.2654988058
1165	0.2654489925
1166	0.2653508988
1167	0.2653256303
1168	0.2652601094
1169	0.2652498376
1170	0.2651909986
1171	0.2651704668
1172	0.2651073573
1173	0.2650446697
1174	0.2649862979
1175	0.264879676
1176	0.2648300678
1177	0.2648192184
1178	0.2647394289
1179	0.2646726608
1180	0.2646035486
1181	0.2645867972
1182	0.2645810794
1183	0.2645175427
1184	0.2645017683
1185	0.2644646555
1186	0.2644153585
1187	0.2644145217
1188	0.2643730292
1189	0.2643163404
1190	0.2643137611
1191	0.2642679712
1192	0.2641781802
1193	0.2641063283
1194	0.264093706
1195	0.2640835866
1196	0.2640643308
1197	0.2640117951
1198	0.2639117331
1199	0.2638303508
